logic_type,rule_id,source_group,category,name,severity,technique,parent_process,child_process,behavior,logic_summary,raw_logic,source_file
rule_group,pi-15,Execution,Execution,Script from User Profile Path,high,T1059.005,,,,Process: wscript.exe OR cscript.exe | Image Path: regex: \\users\\[^\\]+\\ OR \\appdata\\ | Condition: Script engine executing from user-writable profile directory,"[{""label"":""Process"",""value"":""wscript.exe OR cscript.exe""},{""label"":""Image Path"",""value"":""regex: \\\\users\\\\[^\\\\]+\\\\ OR \\\\appdata\\\\""},{""label"":""Condition"",""value"":""Script engine executing from user-writable profile directory""}]",src/App.jsx
rule_group,pi-16,Execution,Execution,Suspicious Execution Path (temp/appdata/downloads),medium,T1204,,,,"Image Path: regex: \\temp\\ | \\tmp\\ | \\appdata\\ | \\downloads\\ | \\public\\ | \\recycle | \\perflogs\\ | Exclusions: Safe processes: mpcmdrun, msmpeng, tiworker, trustedinstaller, msiexec, etc. | Condition: Non-whitelisted process executing from user-writable or staging directory","[{""label"":""Image Path"",""value"":""regex: \\\\temp\\\\ | \\\\tmp\\\\ | \\\\appdata\\\\ | \\\\downloads\\\\ | \\\\public\\\\ | \\\\recycle | \\\\perflogs\\\\""},{""label"":""Exclusions"",""value"":""Safe processes: mpcmdrun, msmpeng, tiworker, trustedinstaller, msiexec, etc.""},{""label"":""Condition"",""value"":""Non-whitelisted process executing from user-writable or staging directory""}]",src/App.jsx
rule_group,pi-17,Command & Control,Command & Control,RMM Tools — Normal Parent,low,T1219,,,,"Process: regex: ^(anydesk|splashtop|rustdesk|atera|screenconnect|teamviewer|supremo)(\.exe)?$ | Parent: explorer.exe (normal user-launched) | Condition: RMM tool present on system — informational, may be legitimate","[{""label"":""Process"",""value"":""regex: ^(anydesk|splashtop|rustdesk|atera|screenconnect|teamviewer|supremo)(\\.exe)?$""},{""label"":""Parent"",""value"":""explorer.exe (normal user-launched)""},{""label"":""Condition"",""value"":""RMM tool present on system — informational, may be legitimate""}]",src/App.jsx
rule_group,pi-18,Execution,Execution,Parent-Child Chain Rules (344 rules),high,Multiple,,,,"Type: 344 parent→child process chain rules across 12 ATT&CK tactics | Tactics: Execution, Defense Evasion, Persistence, Privilege Escalation, Credential Access, Lateral Movement, Discovery, Collection, C2, Exfiltration, Impact, Initial Access | Parents: Office apps, script engines, service hosts, shells, browsers, system processes, management tools, remote access | Severity: Level 3 (critical): direct malware indicators. Level 2 (high): likely malicious. Level 1 (medium): suspicious, needs context. Level 0 (low): informational | Condition: Exact parent→child process name match (case-insensitive, .exe stripped). Highest severity wins if multiple rules match.","[{""label"":""Type"",""value"":""344 parent→child process chain rules across 12 ATT&CK tactics""},{""label"":""Tactics"",""value"":""Execution, Defense Evasion, Persistence, Privilege Escalation, Credential Access, Lateral Movement, Discovery, Collection, C2, Exfiltration, Impact, Initial Access""},{""label"":""Parents"",""value"":""Office apps, script engines, service hosts, shells, browsers, system processes, management tools, remote access""},{""label"":""Severity"",""value"":""Level 3 (critical): direct malware indicators. Level 2 (high): likely malicious. Level 1 (medium): suspicious, needs context. Level 0 (low): informational""},{""label"":""Condition"",""value"":""Exact parent→child process name match (case-insensitive, .exe stripped). Highest severity wins if multiple rules match.""}]",src/App.jsx
rule_group,pi-19,Execution,Execution,PowerShell Malicious Semantics (IEX/download cradle/AMSI bypass),critical,T1059.001,,,,"Critical: AMSI bypass (amsiInitFailed, SetProtectionLevel), Defender tamper (Set-MpPreference -Disable, Add-MpPreference -Exclusion), download cradle (IEX + DownloadString), Reflection.Assembly load | High: IEX/Invoke-Expression, DownloadString/DownloadFile, Net.WebClient, Invoke-WebRequest, Start-BitsTransfer, FromBase64String, IO.MemoryStream | Condition: Tiered severity: combined download+exec = critical, individual indicators = high","[{""label"":""Critical"",""value"":""AMSI bypass (amsiInitFailed, SetProtectionLevel), Defender tamper (Set-MpPreference -Disable, Add-MpPreference -Exclusion), download cradle (IEX + DownloadString), Reflection.Assembly load""},{""label"":""High"",""value"":""IEX/Invoke-Expression, DownloadString/DownloadFile, Net.WebClient, Invoke-WebRequest, Start-BitsTransfer, FromBase64String, IO.MemoryStream""},{""label"":""Condition"",""value"":""Tiered severity: combined download+exec = critical, individual indicators = high""}]",src/App.jsx
rule_group,pi-20,Persistence,Persistence,Native Persistence Commands (schtasks/sc/reg/WMI),critical,"T1053.005, T1543.003, T1547.001",,,,"Critical: WMI event subscription (__EventFilter/__EventConsumer), remote schtasks /create /s | High: schtasks /create, sc create/config, reg add Run/RunOnce/IFEO/AppInit_DLLs/Winlogon, Register-ScheduledTask, New-Service, wmic process call create | Condition: Command-line semantics for persistence installation via native Windows tools and PowerShell cmdlets","[{""label"":""Critical"",""value"":""WMI event subscription (__EventFilter/__EventConsumer), remote schtasks /create /s""},{""label"":""High"",""value"":""schtasks /create, sc create/config, reg add Run/RunOnce/IFEO/AppInit_DLLs/Winlogon, Register-ScheduledTask, New-Service, wmic process call create""},{""label"":""Condition"",""value"":""Command-line semantics for persistence installation via native Windows tools and PowerShell cmdlets""}]",src/App.jsx
rule_group,pi-21,Defense Evasion,Defense Evasion,LOLBin Proxy Execution (mshta/regsvr32/rundll32/msbuild),critical,T1218,,,,"Critical: mshta + URL/javascript/vbscript, regsvr32 + scrobj.dll/URL, rundll32 + javascript: | High: rundll32 + temp/UNC path, installutil, msbuild, cmstp, regasm, regsvcs, forfiles /c, pcalua -a, odbcconf /a | Condition: Standalone command-line analysis — detects LOLBin abuse independent of parent process","[{""label"":""Critical"",""value"":""mshta + URL/javascript/vbscript, regsvr32 + scrobj.dll/URL, rundll32 + javascript:""},{""label"":""High"",""value"":""rundll32 + temp/UNC path, installutil, msbuild, cmstp, regasm, regsvcs, forfiles /c, pcalua -a, odbcconf /a""},{""label"":""Condition"",""value"":""Standalone command-line analysis — detects LOLBin abuse independent of parent process""}]",src/App.jsx
rule_group,pi-22,Defense Evasion,Defense Evasion,Download/Decode/Stage (certutil/bitsadmin/curl),critical,"T1105, T1140",,,,"Critical: certutil -decode/-decodehex (common malware decode technique) | High: certutil -urlcache, bitsadmin /transfer, extrac32 | Medium: curl.exe + URL (common but legitimate) | Condition: Tiered by confidence — decode operations more suspicious than downloads","[{""label"":""Critical"",""value"":""certutil -decode/-decodehex (common malware decode technique)""},{""label"":""High"",""value"":""certutil -urlcache, bitsadmin /transfer, extrac32""},{""label"":""Medium"",""value"":""curl.exe + URL (common but legitimate)""},{""label"":""Condition"",""value"":""Tiered by confidence — decode operations more suspicious than downloads""}]",src/App.jsx
rule_group,pi-23,Discovery,Discovery,Built-in AD Recon (nltest/dsquery/setspn/whoami/net),high,"T1087.002, T1482",,,,"High: nltest /dclist/domain_trusts/dsgetdc, dsquery, setspn -T/-Q/-F | Medium: net group/user /domain, whoami /groups/priv/all, wmic useraccount/group, klist | Condition: Native Windows commands commonly used for domain enumeration in early intrusion stages","[{""label"":""High"",""value"":""nltest /dclist/domain_trusts/dsgetdc, dsquery, setspn -T/-Q/-F""},{""label"":""Medium"",""value"":""net group/user /domain, whoami /groups/priv/all, wmic useraccount/group, klist""},{""label"":""Condition"",""value"":""Native Windows commands commonly used for domain enumeration in early intrusion stages""}]",src/App.jsx
rule_group,pi-24,Command & Control,Command & Control,Tunnel/Proxy/Reverse Forward (cloudflared/plink/ssh/chisel/ngrok),high,"T1572, T1090",,,,"Process: cloudflared tunnel, plink -R/-L/-D, ssh -R/-L/-D, frp/frpc, chisel, ngrok | CommandLine: Also detects tunnel commands embedded in other process command lines | Condition: Port forwarding and tunneling tools commonly used for persistent C2 access","[{""label"":""Process"",""value"":""cloudflared tunnel, plink -R/-L/-D, ssh -R/-L/-D, frp/frpc, chisel, ngrok""},{""label"":""CommandLine"",""value"":""Also detects tunnel commands embedded in other process command lines""},{""label"":""Condition"",""value"":""Port forwarding and tunneling tools commonly used for persistent C2 access""}]",src/App.jsx
rule_group,pi-25,Execution,Execution,PowerShell Stealth Flag Combo,critical,"T1059.001, T1027",,,,"Process: powershell.exe OR pwsh.exe | Critical: Encoded command + any stealth/cradle indicator (-w hidden, -nop, -ep bypass, IEX/Base64) | High: No encoded command: requires cradle + 2 stealth flags + shell/script parent | Condition: Tuned to avoid alerting on single admin-style PowerShell flags","[{""label"":""Process"",""value"":""powershell.exe OR pwsh.exe""},{""label"":""Critical"",""value"":""Encoded command + any stealth/cradle indicator (-w hidden, -nop, -ep bypass, IEX/Base64)""},{""label"":""High"",""value"":""No encoded command: requires cradle + 2 stealth flags + shell/script parent""},{""label"":""Condition"",""value"":""Tuned to avoid alerting on single admin-style PowerShell flags""}]",src/App.jsx
rule_group,pi-26,Persistence,Persistence,Service Child from Writable Path,critical,T1543.003,,,,Parent: services.exe | Critical: Shell/LOLBin child (cmd/powershell/mshta/rundll32/regsvr32/wscript/cscript) in Temp/Tmp/AppData/Downloads/Public | Context: Non-shell binaries in writable path are treated as low-confidence context only | Condition: Focuses on service abuse patterns with low benign overlap,"[{""label"":""Parent"",""value"":""services.exe""},{""label"":""Critical"",""value"":""Shell/LOLBin child (cmd/powershell/mshta/rundll32/regsvr32/wscript/cscript) in Temp/Tmp/AppData/Downloads/Public""},{""label"":""Context"",""value"":""Non-shell binaries in writable path are treated as low-confidence context only""},{""label"":""Condition"",""value"":""Focuses on service abuse patterns with low benign overlap""}]",src/App.jsx
rule_group,pi-27,Defense Evasion,Defense Evasion,svchost Path Anomaly,critical,T1036,,,,Process: svchost.exe | Image Path: NOT \Windows\System32\svchost.exe or \Windows\SysWOW64\svchost.exe | Condition: Masqueraded svchost binary path,"[{""label"":""Process"",""value"":""svchost.exe""},{""label"":""Image Path"",""value"":""NOT \\Windows\\System32\\svchost.exe or \\Windows\\SysWOW64\\svchost.exe""},{""label"":""Condition"",""value"":""Masqueraded svchost binary path""}]",src/App.jsx
rule_group,pi-28,Lateral Movement,Lateral Movement,WMI Provider Spawning Shell/Proxy,high,"T1047, T1021",,,,"Parent: wmiprvse.exe | Children: cmd/powershell/wscript/cscript/mshta/rundll32/regsvr32 | Critical: Command line includes /node, WinRM, Invoke-Command, PSSession, or UNC remote path | Context: Without remote indicators, treated as low-confidence context only","[{""label"":""Parent"",""value"":""wmiprvse.exe""},{""label"":""Children"",""value"":""cmd/powershell/wscript/cscript/mshta/rundll32/regsvr32""},{""label"":""Critical"",""value"":""Command line includes /node, WinRM, Invoke-Command, PSSession, or UNC remote path""},{""label"":""Context"",""value"":""Without remote indicators, treated as low-confidence context only""}]",src/App.jsx
rule_group,pi-29,Credential Access,Credential Access,Explicit LSASS Dump Commandline,critical,T1003.001,,,,"Patterns: rundll32 ... comsvcs.dll,MiniDump ... lsass OR procdump ... lsass | Condition: Direct command-line dump semantics, low ambiguity","[{""label"":""Patterns"",""value"":""rundll32 ... comsvcs.dll,MiniDump ... lsass OR procdump ... lsass""},{""label"":""Condition"",""value"":""Direct command-line dump semantics, low ambiguity""}]",src/App.jsx
rule_group,pi-30,Execution,Execution,Office Child + Staged Payload Indicators,critical,"T1204.002, T1218",,,,Parent: Office app (Word/Excel/PPT/Outlook/OneNote/Access/Publisher) | Child: Shell/LOLBin child (cmd/powershell/mshta/rundll32/regsvr32/wscript/cscript) | Condition: Only fires when cmdline has URL/scriptlet/base64/download cradle indicators,"[{""label"":""Parent"",""value"":""Office app (Word/Excel/PPT/Outlook/OneNote/Access/Publisher)""},{""label"":""Child"",""value"":""Shell/LOLBin child (cmd/powershell/mshta/rundll32/regsvr32/wscript/cscript)""},{""label"":""Condition"",""value"":""Only fires when cmdline has URL/scriptlet/base64/download cradle indicators""}]",src/App.jsx
sequence_rule,seq-dl-exec,Behavioral Sequence,Behavioral Sequence,Download \u2192 Execute,derived,T1105,,,sequence,Short-window behavioral correlation across suspicious processes on same host/user/root tree,Download \u2192 Execute,src/App.jsx
sequence_rule,seq-office-lolbin,Behavioral Sequence,Behavioral Sequence,Office/Script \u2192 LOLBin,derived,T1204.002,,,sequence,Short-window behavioral correlation across suspicious processes on same host/user/root tree,Office/Script \u2192 LOLBin,src/App.jsx
sequence_rule,seq-recon-lateral,Behavioral Sequence,Behavioral Sequence,Recon \u2192 Lateral Movement,derived,T1087.002; T1021,,,sequence,Short-window behavioral correlation across suspicious processes on same host/user/root tree,Recon \u2192 Lateral Movement,src/App.jsx
sequence_rule,seq-script-persist,Behavioral Sequence,Behavioral Sequence,Script \u2192 Persistence,derived,T1059.001; T1053.005,,,sequence,Short-window behavioral correlation across suspicious processes on same host/user/root tree,Script \u2192 Persistence,src/App.jsx
sequence_rule,seq-cred-lateral,Behavioral Sequence,Behavioral Sequence,Credential Access \u2192 Lateral,derived,T1003; T1021,,,sequence,Short-window behavioral correlation across suspicious processes on same host/user/root tree,Credential Access \u2192 Lateral,src/App.jsx
sequence_rule,seq-persist-exec,Behavioral Sequence,Behavioral Sequence,Persistence \u2192 Execution,derived,T1053.005; T1569.002,,,sequence,Short-window behavioral correlation across suspicious processes on same host/user/root tree,Persistence \u2192 Execution,src/App.jsx
